I'm willing to trade 46 wood for 12 gold. Let me know if you're interested.,46,wood,12,gold
I'm willing to exchange 26 coal for 19 gold. Is that something you'd be interested in?,26,coal,19,gold
I'm interested in acquiring 34 wheat and am willing to offer 32 aluminum in exchange. Are you open to a trade?,32,aluminum,34,wheat
How about we make a deal? I have 8 wood that I can trade for 26 stone.,8,wood,26,stone
I have 18 wheat that I'm willing to trade for 11 gold. Are you open to a deal?,18,wheat,11,gold
I'm interested in acquiring 19 aluminum and am willing to offer 31 stone in exchange. Let me know if you're interested in a trade.,31,stone,19,aluminum
I'd like to acquire 9 horses and am willing to offer 29 stone in exchange. Would you be interested in a trade?,29,stone,9,horses
I have 11 gold that I'm willing to exchange for 16 aluminum. Let me know if you're interested in a trade.,11,gold,16,aluminum
I'm interested in acquiring 16 coal and am willing to offer 5 horses in exchange. Are you open to a trade?,5,horses,16,coal
I'm willing to trade 47 coal for 29 aluminum. Would you consider the offer?,47,coal,29,aluminum
I'd like to acquire 23 wood and am willing to trade 40 horses in exchange. Let me know if you're interested in a deal.,40,horses,23,wood
I'm interested in acquiring 14 aluminum and am willing to offer 32 iron in exchange. Are you open to a trade?,32,iron,14,aluminum
I'm interested in trading 1 gold for 33 wheat. Let me know if you'd like to make a deal.,1,gold,33,wheat
I'd like to acquire 41 coal and am willing to trade 49 gold in exchange. Let me know if you're interested in a deal.,49,gold,41,coal
I have 44 wood and am looking to exchange them for 22 wheat. Would you be open to a trade?,44,wood,22,wheat
Are you open to a trade? I have 44 iron that I'm willing to exchange for 13 wheat.,44,iron,13,wheat
I'm willing to trade 7 stone for 40 wheat. Is that something you'd be interested in?,7,stone,40,wheat
I'm interested in trading 29 horses for 7 wheat. Would you be open to a trade?,29,horses,7,wheat
I'm looking to diversify my holdings and would like to trade 11 wood for 27 coal. Would you be interested?,11,wood,27,coal
I'd like to acquire 15 coal and can offer 20 gold in exchange. Would you be interested in trading?,20,gold,15,coal
How about we make a deal? I have 36 iron and I'm interested in trading them for 16 wood.,36,iron,16,wood
I'm interested in trading 50 wood for 15 gold. Would you be open to a trade?,50,wood,15,gold
I'm interested in trading 37 stone for 42 iron. What do you think?,37,stone,42,iron
I'm interested in trading 40 wood for 27 aluminum. Let me know if you're interested.,40,wood,27,aluminum
I have 12 aluminum that I'm willing to trade for 10 iron. Would you consider the offer?,12,aluminum,10,iron
I'd like to acquire 30 stone and can offer 1 wheat in exchange. Let me know if you're interested in a trade.,1,wheat,30,stone
I'm willing to exchange 37 wheat for 22 gold. Let me know if you're interested.,37,wheat,22,gold
I have 14 wood that I'm looking to trade for 43 iron. Would you be open to that exchange?,14,wood,43,iron
I have 1 horses and am looking to trade them for 46 stone. Would you consider the offer?,1,horses,46,stone
I'm looking to acquire 42 gold and can offer 22 horses in exchange. Would you be interested in a trade?,22,horses,42,gold
I'm looking to trade 24 gold for 39 wood. Would you consider the offer?,24,gold,39,wood
I'm willing to offer 10 wood for 2 iron. Let me know if you're interested in making a trade.,10,wood,2,iron
I'm looking to trade 15 iron for 5 stone. Would you consider the offer?,15,iron,5,stone
I have 18 coal that I'm willing to trade for 13 stone. Would you be interested?,18,coal,13,stone
I'm interested in acquiring 10 wood and am willing to offer 5 wheat in exchange. Are you open to a trade?,5,wheat,10,wood
I'm willing to exchange 46 horses for 48 iron. Is that something you'd be interested in?,46,horses,48,iron
I'm willing to trade 36 aluminum for 4 iron. Let me know if you're interested.,36,aluminum,4,iron
I'd like to offer 47 horses for 24 wheat. Would you consider the trade?,47,horses,24,wheat
"If you're interested in trading, I have 30 wood that I'm willing to offer for 33 coal.",30,wood,33,coal
I'd like to acquire 11 coal and can offer 20 aluminum in exchange. Would you be interested in trading?,20,aluminum,11,coal
I'd like to make a trade. I have 42 wood that I'm willing to offer for 46 stone. Would you be interested?,42,wood,46,stone
I'd like to acquire 9 wood and am willing to trade 27 gold in exchange. Let me know if you're interested in a deal.,27,gold,9,wood
How about a trade? I have 25 wheat that I'm willing to exchange for 10 gold.,25,wheat,10,gold
How about a trade? I have 27 aluminum that I can offer in exchange for 23 iron.,27,aluminum,23,iron
I'm willing to trade 28 gold for 20 wheat. Would you consider the offer?,28,gold,20,wheat
I'm interested in trading 49 aluminum for 16 wood. Let me know if you're interested.,49,aluminum,16,wood
I'm willing to trade 38 stone for 29 aluminum. Is that something you'd be interested in?,38,stone,29,aluminum
I'm looking to acquire 37 horses and am willing to offer 34 stone in exchange. Let me know if you're interested in a trade.,34,stone,37,horses
I'm interested in acquiring 20 iron and am willing to offer 50 gold in exchange. Let me know if you're interested in a trade.,50,gold,20,iron
I have 9 coal that I'm willing to trade for 29 iron. Would you be interested?,9,coal,29,iron
I'm interested in acquiring 45 coal and am willing to offer 50 aluminum in exchange. Let me know if you're interested in a trade.,50,aluminum,45,coal
I'd like to acquire 3 aluminum and am willing to offer 23 coal in exchange. Are you interested in making a trade?,23,coal,3,aluminum
I have 32 stone that I'm willing to exchange for 7 wheat. Let me know if you're interested in a trade.,32,stone,7,wheat
I'm looking to acquire 42 aluminum and can offer 36 gold in exchange. Would you be interested in a trade?,36,gold,42,aluminum
I have 45 stone that I'm looking to exchange for 46 iron. Would you like to make a trade?,45,stone,46,iron
I'm looking to trade 25 iron for 45 wheat. Would you consider the offer?,25,iron,45,wheat
I'm looking to diversify my holdings and would like to trade 45 coal for 3 stone. Would you be interested?,45,coal,3,stone
I'm looking to diversify my assets and would like to trade 43 gold for 48 aluminum. What do you think?,43,gold,48,aluminum
I'm willing to exchange 14 gold for 7 aluminum. Is that something you'd be interested in?,14,gold,7,aluminum
I'd like to make a trade. I have 30 aluminum that I'm willing to offer for 40 wood.,30,aluminum,40,wood
I'm looking to acquire 14 iron and can offer 12 wood in exchange. Would you be interested in a trade?,12,wood,14,iron
I'd like to offer 43 wheat in exchange for 35 stone. Let me know if you're interested in making a trade.,43,wheat,35,stone
I'm interested in trading 34 iron for 11 wood. Would you be open to a trade?,34,iron,11,wood
I'd like to make a trade. I have 7 wood that I can offer for 16 iron.,7,wood,16,iron
I'm interested in trading 11 gold for 8 aluminum. Let me know if you're interested.,11,gold,8,aluminum
I'm willing to exchange 6 coal for 20 aluminum. Let me know if you're interested.,6,coal,20,aluminum
I'm looking to acquire 20 coal and am willing to trade 14 wood for them. Would you be interested?,14,wood,20,coal
I'd like to acquire 17 coal and am willing to offer 49 wheat in exchange. Are you open to a trade?,49,wheat,17,coal
I'm interested in trading 26 wheat for 41 aluminum. Let me know if you'd like to make a deal.,26,wheat,41,aluminum
I'm looking to diversify my holdings and would like to trade 23 horses for 46 stone. Would you be interested?,23,horses,46,stone
I'm interested in acquiring 24 iron and am willing to offer 16 coal in exchange. Let me know if you're interested in a trade.,16,coal,24,iron
I'm interested in trading 8 wheat for 1 wood. What do you think?,8,wheat,1,wood
I'm interested in acquiring 40 gold and am willing to offer 1 iron in exchange. Are you open to a trade?,1,iron,40,gold
I have 17 horses that I'm willing to trade for 7 wheat. Would you consider the offer?,17,horses,7,wheat
I'm willing to offer 11 stone for 23 wood. Are you open to a trade?,11,stone,23,wood
I'm interested in trading 18 wheat for 48 wood. Would you be open to a trade?,18,wheat,48,wood
I'm interested in acquiring 18 iron and am willing to trade 38 aluminum in exchange. Would you be open to that?,38,aluminum,18,iron
I have 46 horses that I can trade for 30 aluminum. Are you interested?,46,horses,30,aluminum
I have 22 stone that I'm interested in trading for 33 horses. Would you consider the offer?,22,stone,33,horses
I'd like to trade 12 iron for 38 stone. What do you think?,12,iron,38,stone
I'm interested in acquiring 48 aluminum. I have 50 iron that I can offer in exchange. Would you consider the trade?,50,iron,48,aluminum
I have 48 stone that I'm looking to exchange for 18 aluminum. Are you open to a trade?,48,stone,18,aluminum
I have 9 gold that I'm interested in trading for 17 stone. Would you consider the offer?,9,gold,17,stone
I'm interested in trading 33 wheat for 42 horses. Let me know if you're interested.,33,wheat,42,horses
I have 48 wheat that I'm looking to trade for 37 coal. Let me know if you're interested.,48,wheat,37,coal
I'm willing to exchange 46 aluminum for 8 stone. Is that something you'd be interested in?,46,aluminum,8,stone
"If you're interested in trading, I have 33 wheat that I'm willing to offer for 31 horses.",33,wheat,31,horses
Are you open to a trade? I have 29 wheat that I'm willing to exchange for 24 stone.,29,wheat,24,stone
I'm looking to trade 4 horses for 44 wheat. Would you consider the offer?,4,horses,44,wheat
How about a trade? I have 47 coal that I'm willing to exchange for 25 wood.,47,coal,25,wood
How about a trade? I have 17 wood that I can offer in exchange for 19 gold.,17,wood,19,gold
"If you're interested in trading, I have 50 wood that I'm willing to offer for 47 aluminum.",50,wood,47,aluminum
I'm interested in trading 4 horses for 43 coal. Let me know if you're interested.,4,horses,43,coal
I have 12 wheat that I'm willing to trade for 45 gold. Would you be interested in making a deal?,12,wheat,45,gold
I have 6 gold that I'm looking to exchange for 45 stone. Would you like to make a trade?,6,gold,45,stone
I'd like to offer 46 wheat for 30 wood. Would you be interested in making a trade?,46,wheat,30,wood
I'm looking to acquire 2 coal and am willing to offer 22 gold in exchange. Let me know if you're interested in a trade.,22,gold,2,coal
I'd like to trade 14 gold for 17 iron. What do you think?,14,gold,17,iron
I have 12 stone that I'm willing to trade for 26 coal. Are you open to a deal?,12,stone,26,coal
I have 39 stone and am interested in exchanging them for 37 horses. Are you open to a trade?,39,stone,37,horses
I have 33 stone that I'm willing to trade for 48 gold. Would you be interested?,33,stone,48,gold
How about a trade? I have 23 stone that I'm willing to exchange for 18 wheat.,23,stone,18,wheat
I'm willing to trade 10 wood for 38 aluminum. Let me know if you're interested.,10,wood,38,aluminum
I'm willing to trade 21 wood for 10 gold. Let me know if you're interested.,21,wood,10,gold
I'm willing to trade 40 wheat for 25 horses. Is that something you'd be interested in?,40,wheat,25,horses
I have 5 iron and am interested in trading them for 29 horses. What do you think?,5,iron,29,horses
I'm looking to acquire 47 gold and am willing to offer 21 stone in exchange. Let me know if you're interested in a trade.,21,stone,47,gold
I'm looking to diversify my assets and would like to trade 47 stone for 2 wheat. What do you think?,47,stone,2,wheat
I'm interested in trading 38 wheat for 5 aluminum. What do you think?,38,wheat,5,aluminum
I have 1 wheat and I'm interested in trading them for 33 horses. Would you consider the offer?,1,wheat,33,horses
I'm looking to acquire 6 iron and am willing to offer 7 horses in exchange. Let me know if you're interested in a trade.,7,horses,6,iron
I'm looking to acquire 25 horses and can offer 7 iron in exchange. Would you be interested in a trade?,7,iron,25,horses
I'd like to make a trade. I have 41 coal that I'm willing to offer for 28 iron.,41,coal,28,iron
I'm willing to trade 21 wood for 45 gold. Let me know if you're interested.,21,wood,45,gold
I'd like to acquire 45 wheat and am willing to offer 49 stone in exchange. Would you be interested in a trade?,49,stone,45,wheat
I'm interested in trading 7 wheat for 32 coal. What do you think?,7,wheat,32,coal
I'm looking to acquire 25 gold and am willing to offer 12 horses in exchange. Let me know if you're interested in a trade.,12,horses,25,gold
I have 29 aluminum that I'm willing to trade for 13 wheat. Would you be interested?,29,aluminum,13,wheat
I'd like to offer 26 wheat for 42 wood. Are you open to a trade?,26,wheat,42,wood
I'm interested in trading 5 aluminum for 8 iron. What do you think?,5,aluminum,8,iron
I'd like to acquire 4 stone and am willing to offer 13 wheat in exchange. Are you open to a trade?,13,wheat,4,stone
I'm looking to acquire 42 coal and am willing to trade 21 iron for them. Would you be interested?,21,iron,42,coal
I'm looking to diversify my holdings and would like to trade 5 aluminum for 4 wheat. Would you be interested?,5,aluminum,4,wheat
I have 13 aluminum that I'm willing to trade for 12 wood. Would you be interested?,13,aluminum,12,wood
Are you open to a trade? I have 22 coal that I'm willing to exchange for 26 horses.,22,coal,26,horses
I'm willing to exchange 15 gold for 17 coal. Is that something you'd be interested in?,15,gold,17,coal
I'm interested in acquiring 44 coal and am willing to offer 7 gold in exchange. Let me know if you're interested in a trade.,7,gold,44,coal
Are you open to a trade? I have 10 wheat that I'm willing to exchange for 31 gold.,10,wheat,31,gold
I'm willing to offer 47 gold for 24 aluminum. Are you open to a trade?,47,gold,24,aluminum
I have 43 horses that I'm interested in trading for 45 gold. Would you consider the offer?,43,horses,45,gold
I'm looking to diversify my holdings and would like to trade 38 horses for 23 wheat. Would you be interested?,38,horses,23,wheat
I'm willing to trade 48 wood for 9 horses. Is that something you'd be interested in?,48,wood,9,horses
I have 9 wheat and am looking to trade them for 2 stone. Would you consider the offer?,9,wheat,2,stone
How about a trade? I have 17 iron that I'm willing to exchange for 21 gold.,17,iron,21,gold
I'd like to acquire 44 aluminum and can offer 50 iron in exchange. Would you be interested in trading?,50,iron,44,aluminum
How about a trade? I have 41 wood that I'm willing to exchange for 10 gold.,41,wood,10,gold
I'd like to make a trade. I have 41 stone that I'm willing to offer for 39 gold. Would you be interested?,41,stone,39,gold
I'd like to acquire 12 stone and can offer 47 iron in exchange. Let me know if you're interested in a trade.,47,iron,12,stone
I have 36 gold and am interested in exchanging them for 46 wood. Are you open to a trade?,36,gold,46,wood
I'm interested in trading 32 gold for 9 aluminum. Would you be open to a trade?,32,gold,9,aluminum
I'm looking to acquire 33 iron and can offer 13 horses in exchange. Would you be interested in a trade?,13,horses,33,iron
I have 2 coal that I'm looking to trade for 34 iron. Would you be open to that exchange?,2,coal,34,iron
I'm looking to acquire 22 stone and am willing to offer 11 aluminum in exchange. Would you be interested?,11,aluminum,22,stone
I have 42 stone that I'm willing to exchange for 5 wood. Let me know if you're interested in a trade.,42,stone,5,wood
I'd like to make a trade. I have 27 stone that I'm willing to offer for 35 wood. Would you be interested?,27,stone,35,wood
I'm willing to offer 5 iron for 10 horses. Let me know if you're interested in making a trade.,5,iron,10,horses
I'm interested in trading 38 stone for 31 aluminum. Let me know if you're interested.,38,stone,31,aluminum
I'd like to trade 18 stone for 34 gold. Let me know if you're interested.,18,stone,34,gold
I'm willing to exchange 27 horses for 10 aluminum. Is that something you'd be interested in?,27,horses,10,aluminum
I'm looking to diversify my holdings and would like to trade 30 wheat for 23 coal. Would you be interested?,30,wheat,23,coal
I'm interested in acquiring 5 iron and am willing to offer 19 gold in exchange. Are you open to a trade?,19,gold,5,iron
I have 3 gold and am looking to exchange them for 9 wood. Would you be open to a trade?,3,gold,9,wood
I'd like to offer 8 coal for 25 wheat. Are you open to a trade?,8,coal,25,wheat
I'm interested in trading 1 wheat for 50 stone. Would you be open to a trade?,1,wheat,50,stone
How about a trade? I have 35 iron that I can offer in exchange for 34 gold.,35,iron,34,gold
I have 19 coal that I'm willing to trade for 42 wood. Would you be interested in making a deal?,19,coal,42,wood
I'm interested in trading 18 iron for 50 stone. What do you think?,18,iron,50,stone
I'd like to acquire 31 aluminum and am willing to offer 45 iron in exchange. Would you be interested in a trade?,45,iron,31,aluminum
I'd like to acquire 42 coal and am willing to offer 20 gold in exchange. Are you open to a trade?,20,gold,42,coal
I have 48 coal and am looking to trade them for 47 horses. Would you consider the offer?,48,coal,47,horses
I'm looking to diversify my assets and would like to trade 7 iron for 18 wheat. What do you think?,7,iron,18,wheat
I'm interested in trading 16 wood for 6 horses. Would you be open to a trade?,16,wood,6,horses
I'm looking to acquire 32 coal and can offer 14 gold in exchange. Would you be interested in a trade?,14,gold,32,coal
I have 35 coal that I'm interested in trading for 1 horses. Would you consider the offer?,35,coal,1,horses
I'm interested in trading 44 gold for 2 horses. Let me know if you're interested.,44,gold,2,horses
I'd like to make a trade. I have 29 wood that I'm willing to offer for 43 coal. Would you be interested?,29,wood,43,coal
I'm willing to exchange 36 horses for 42 aluminum. Let me know if you're interested.,36,horses,42,aluminum
I'm interested in acquiring 7 iron and am willing to offer 9 wheat in exchange. Are you open to a trade?,9,wheat,7,iron
I'm interested in trading 48 aluminum for 8 horses. What do you think?,48,aluminum,8,horses
I have 37 horses and am interested in exchanging them for 5 aluminum. Are you open to a trade?,37,horses,5,aluminum
I'm willing to trade 8 wheat for 43 wood. Let me know if you're interested.,8,wheat,43,wood
I have 47 stone and am interested in exchanging them for 37 aluminum. Are you open to a trade?,47,stone,37,aluminum
I'd like to acquire 40 aluminum and can offer 18 gold in exchange. Would you be interested in trading?,18,gold,40,aluminum
I'm willing to offer 49 stone for 23 aluminum. Are you interested in making a trade?,49,stone,23,aluminum
How about a trade? I have 6 gold that I'm willing to exchange for 32 stone.,6,gold,32,stone
I have 10 wood that I'm looking to trade for 27 stone. Let me know if you're interested.,10,wood,27,stone
How about a trade? I have 41 aluminum that I'm willing to exchange for 26 wood.,41,aluminum,26,wood
I'm willing to exchange 16 horses for 42 wheat. Let me know if you're interested in a trade.,16,horses,42,wheat
I have 14 coal and am interested in exchanging them for 44 aluminum. Are you open to a trade?,14,coal,44,aluminum
I have 34 wood and am looking to exchange them for 39 wheat. Would you be open to a trade?,34,wood,39,wheat
I'm willing to exchange 6 iron for 48 aluminum. Is that something you'd be interested in?,6,iron,48,aluminum
I'm interested in trading 29 gold for 30 iron. What do you think?,29,gold,30,iron
I'm interested in acquiring 34 coal and am willing to offer 40 aluminum in exchange. Let me know if you're interested in a trade.,40,aluminum,34,coal
I'm willing to trade 38 wheat for 32 wood. Let me know if you're interested.,38,wheat,32,wood
I'm looking to acquire 41 wood and am willing to offer 49 iron in exchange. Would you be interested?,49,iron,41,wood
I have 1 wood and am looking to trade them for 39 stone. Would you consider the offer?,1,wood,39,stone
I'm interested in trading 30 gold for 11 stone. Would you be open to a trade?,30,gold,11,stone
I'm willing to exchange 32 iron for 15 coal. Let me know if you're interested in a trade.,32,iron,15,coal
I'm looking to trade 6 wheat for 7 wood. Would you consider the offer?,6,wheat,7,wood
I have 27 aluminum that I'm willing to trade for 5 horses. Would you consider the offer?,27,aluminum,5,horses
I'm willing to exchange 2 iron for 28 gold. Let me know if you're interested in a trade.,2,iron,28,gold
I'd like to acquire 37 stone and can offer 36 wood in exchange. Would you be interested in trading?,36,wood,37,stone
I have 12 stone that I'm willing to trade for 34 aluminum. Would you be interested?,12,stone,34,aluminum
I have 13 wheat that I can trade for 15 horses. Are you interested?,13,wheat,15,horses
How about we make a trade? I'm willing to offer 34 aluminum in exchange for 2 iron.,34,aluminum,2,iron
I have 41 coal that I'm looking to trade for 21 gold. Let me know if you're interested.,41,coal,21,gold
I'd like to offer 43 iron for 24 wood. Would you be interested in making a trade?,43,iron,24,wood
I'm interested in trading 21 horses for 2 aluminum. What do you think?,21,horses,2,aluminum
I'd like to trade 47 iron for 30 gold. What do you think?,47,iron,30,gold
I'd like to acquire 17 iron and am willing to offer 28 stone in exchange. Are you open to a trade?,28,stone,17,iron
How about we make a deal? I have 10 aluminum and I'm interested in trading them for 17 coal.,10,aluminum,17,coal
I'm willing to exchange 1 aluminum for 33 gold. Let me know if you're interested in a trade.,1,aluminum,33,gold
I have 7 horses and am looking to exchange them for 10 coal. Would you be open to a trade?,7,horses,10,coal
I'm willing to trade 31 iron for 47 horses. Let me know if you're interested.,31,iron,47,horses
I have 25 aluminum that I'm willing to exchange for 18 wood. Let me know if you're interested in a trade.,25,aluminum,18,wood
I have 8 wood that I'm willing to trade for 28 horses. Would you be interested?,8,wood,28,horses
I'm looking to acquire 50 wood and am willing to offer 30 coal in exchange. Would you be interested?,30,coal,50,wood
I'm willing to exchange 44 wood for 15 stone. Is that something you'd be interested in?,44,wood,15,stone
I'd like to trade 1 aluminum for 33 wood. What do you think?,1,aluminum,33,wood
I'm interested in trading 43 wood for 34 iron. What do you think?,43,wood,34,iron
I'm willing to exchange 29 gold for 37 wheat. Let me know if you're interested in a trade.,29,gold,37,wheat
I'm looking to trade 41 wheat for 23 gold. Would you consider the offer?,41,wheat,23,gold
I'm looking to diversify my assets and would like to trade 20 gold for 45 wood. Would you consider it?,20,gold,45,wood
I'm interested in acquiring 16 horses and am willing to offer 17 wood in exchange. Are you open to a trade?,17,wood,16,horses
I'm interested in acquiring 12 aluminum and am willing to offer 12 wheat in exchange. Are you open to a trade?,12,wheat,12,aluminum
I'm willing to offer 16 wheat for 8 horses. Let me know if you're interested in making a trade.,16,wheat,8,horses
I'm interested in acquiring 38 gold and am willing to trade 21 iron in exchange. Would you be open to that?,21,iron,38,gold
I have 16 gold that I'm looking to trade for 24 stone. Let me know if you're interested.,16,gold,24,stone
I'd like to make a trade. I have 17 stone that I'm willing to offer for 36 horses.,17,stone,36,horses
I'm looking to acquire 21 wheat and can offer 34 stone in exchange. Would you be interested in a trade?,34,stone,21,wheat
I'm interested in acquiring 25 iron and am willing to trade 4 aluminum in exchange. Would you be open to that?,4,aluminum,25,iron
I'm looking to acquire 30 aluminum and can offer 38 wood in exchange. Would you be interested in a trade?,38,wood,30,aluminum
I have 15 wheat that I'm looking to trade for 9 aluminum. Let me know if you're interested.,15,wheat,9,aluminum
I'm looking to acquire 25 aluminum and am willing to offer 41 wood in exchange. Would you be interested?,41,wood,25,aluminum
I have 28 wheat that I'm looking to exchange for 37 coal. Would you like to make a trade?,28,wheat,37,coal
I have 21 wood that I can trade for 41 aluminum. Are you interested in making a deal?,21,wood,41,aluminum
I'm willing to trade 11 wheat for 2 iron. Is that something you'd be interested in?,11,wheat,2,iron
I'm willing to trade 15 horses for 18 gold. Let me know if you're interested.,15,horses,18,gold
I'm willing to trade 32 horses for 22 aluminum. Would you be interested in making a deal?,32,horses,22,aluminum
I'm willing to exchange 27 stone for 25 gold. Is that something you'd be interested in?,27,stone,25,gold
I have 13 wood that I'm looking to trade for 17 stone. Would you be open to that exchange?,13,wood,17,stone
I'm interested in acquiring 43 horses and am willing to trade 44 wheat in exchange. Would you be open to that?,44,wheat,43,horses
I'm looking to acquire 7 wheat and am willing to trade 9 wood for them. Would you be interested?,9,wood,7,wheat
I'd like to make a trade. I have 26 coal that I'm willing to offer for 5 iron.,26,coal,5,iron
I'd like to acquire 16 wheat and can offer 38 iron in exchange. Would you be interested in trading?,38,iron,16,wheat
I'm looking to acquire 42 stone and am willing to trade 48 wood for them. Would you be interested?,48,wood,42,stone
I'm willing to trade 11 stone for 8 horses. Is that something you'd be interested in?,11,stone,8,horses
I'd like to acquire 40 wood and am willing to offer 11 wheat in exchange. Are you interested in making a trade?,11,wheat,40,wood
I'd like to offer 45 iron for 8 gold. Would you be interested in making a trade?,45,iron,8,gold
How about we make a deal? I have 34 coal that I can trade for 46 aluminum.,34,coal,46,aluminum
How about a trade? I have 8 iron that I can offer in exchange for 20 horses.,8,iron,20,horses
I'd like to offer 45 stone in exchange for 49 wood. Let me know if you're interested in making a trade.,45,stone,49,wood
I'd like to make a trade. I have 35 iron that I'm willing to offer for 5 horses. Would you be interested?,35,iron,5,horses
I'm looking to diversify my assets and would like to trade 19 coal for 46 wheat. Would you consider it?,19,coal,46,wheat
I have 39 coal that I'm looking to trade for 47 wood. Would you be open to that exchange?,39,coal,47,wood
I'm interested in trading 40 iron for 30 gold. What do you think?,40,iron,30,gold
I'd like to acquire 20 wood and am willing to offer 5 gold in exchange. Are you interested in making a trade?,5,gold,20,wood
I'm interested in trading 3 wheat for 9 wood. What do you think?,3,wheat,9,wood
I'd like to make a trade. I have 15 gold that I'm willing to offer for 30 stone.,15,gold,30,stone
I'm willing to offer 15 stone for 7 coal. Are you interested in making a trade?,15,stone,7,coal
I'd like to acquire 48 horses and can offer 49 aluminum in exchange. Let me know if you're interested in a trade.,49,aluminum,48,horses
I'm willing to exchange 49 horses for 48 iron. Let me know if you're interested in a trade.,49,horses,48,iron
I have 13 coal that I'm willing to trade for 5 wheat. Would you be interested in making a deal?,13,coal,5,wheat
I'm willing to trade 14 stone for 26 horses. Let me know if you're interested.,14,stone,26,horses
I'd like to offer 49 gold for 34 horses. Are you open to a trade?,49,gold,34,horses
I'm interested in acquiring 36 horses and am willing to trade 32 wood in exchange. Would you consider the offer?,32,wood,36,horses
I'm interested in trading 13 wood for 4 gold. What do you think?,13,wood,4,gold
How about a trade? I have 23 stone that I'm willing to exchange for 20 wheat.,23,stone,20,wheat
How about a trade? I have 42 wood that I can offer in exchange for 20 aluminum.,42,wood,20,aluminum
I'd like to acquire 42 gold and am willing to offer 28 stone in exchange. Are you open to a trade?,28,stone,42,gold
I'd like to trade 1 iron for 40 wood. What do you think?,1,iron,40,wood
I'm interested in trading 50 iron for 30 gold. What do you think?,50,iron,30,gold
I'd like to offer 5 horses in exchange for 7 iron. Let me know if you're interested in making a trade.,5,horses,7,iron
I'd like to make a trade. I have 41 wood that I'm willing to offer for 36 gold.,41,wood,36,gold
I have 28 aluminum that I'm willing to trade for 44 iron. Would you consider the offer?,28,aluminum,44,iron
I'm willing to exchange 33 coal for 39 wood. Is that something you'd be interested in?,33,coal,39,wood
I'm interested in trading 31 stone for 21 aluminum. What do you think?,31,stone,21,aluminum
I'd like to trade 10 wheat for 17 iron. Let me know if you're interested.,10,wheat,17,iron
I'm interested in trading 25 gold for 29 horses. Would you be open to a trade?,25,gold,29,horses
I'd like to make a trade. I have 18 wheat that I can offer for 40 horses.,18,wheat,40,horses
I'd like to offer 39 horses for 23 stone. Are you open to a trade?,39,horses,23,stone
I'd like to acquire 9 wood and am willing to offer 4 coal in exchange. Are you open to a trade?,4,coal,9,wood
Would you be willing to trade 8 wood for 20 iron ? Let me know.,20,iron,8,wood
I have 2 iron that I'm willing to offer in exchange for 35 wood. Let me know if you're interested in a trade.,2,iron,35,wood
I'm looking to diversify my holdings and would like to trade 47 iron for 5 wheat. Would you be interested?,47,iron,5,wheat
I'd like to make a trade. I have 21 horses that I'm willing to offer for 32 iron.,21,horses,32,iron
I have 38 iron that I'm willing to trade for 19 wheat. Would you be interested in making a deal?,38,iron,19,wheat
I'm looking to diversify my assets and would like to trade 5 wheat for 9 wood. What do you think?,5,wheat,9,wood
I'm willing to trade 11 horses for 42 wood. Would you consider the offer?,11,horses,42,wood
I have 46 coal that I'm willing to trade for 42 wood. Would you consider the offer?,46,coal,42,wood
I'm interested in acquiring 13 horses and am willing to offer 33 wheat in exchange. Are you open to a trade?,33,wheat,13,horses
I'd like to acquire 29 iron and can offer 19 gold in exchange. Would you be interested in trading?,19,gold,29,iron
I'm willing to trade 46 wheat for 36 wood. Would you consider the offer?,46,wheat,36,wood
I have 20 stone and am looking to trade them for 37 wood. Would you consider the offer?,20,stone,37,wood
I'm willing to trade 21 wood for 9 stone. Let me know if you're interested.,21,wood,9,stone
I have 8 coal that I'm willing to exchange for 50 wheat. Let me know if you're interested in a trade.,8,coal,50,wheat
I'd like to make a trade. I have 16 stone that I'm willing to offer for 44 wood. Would you be interested?,16,stone,44,wood
I'd like to trade 50 wheat for 42 gold. Let me know if you're interested.,50,wheat,42,gold
I have 36 wood that I'm willing to exchange for 33 coal. Let me know if you're interested in a trade.,36,wood,33,coal
I'm interested in acquiring 21 iron and am willing to trade 30 coal in exchange. Would you be open to that?,30,coal,21,iron
How about a trade? I have 45 wheat that I can offer in exchange for 10 aluminum.,45,wheat,10,aluminum
How about we make a deal? I have 17 aluminum that I can trade for 32 wood.,17,aluminum,32,wood
I'm interested in trading 24 stone for 18 coal. What do you think?,24,stone,18,coal
I have 14 iron that I'm interested in trading for 8 aluminum. Would you consider the offer?,14,iron,8,aluminum
Would you be willing to trade 8 aluminum for 20 wheat ? Let me know.,20,wheat,8,aluminum
I'm willing to trade 20 coal for 30 wood. Is that something you'd be interested in?,20,coal,30,wood
I'm interested in acquiring 15 wheat and am willing to offer 36 iron in exchange. Are you open to a trade?,36,iron,15,wheat
I have 38 gold that I'm looking to exchange for 41 coal. Are you open to a trade?,38,gold,41,coal
How about we make a trade? I'm willing to offer 40 horses in exchange for 19 stone.,40,horses,19,stone
I'd like to offer 35 iron for 26 coal. Would you consider the trade?,35,iron,26,coal
I have 8 wheat that I'm looking to exchange for 43 coal. Are you open to a trade?,8,wheat,43,coal
I'm interested in trading 42 wheat for 50 horses. What do you think?,42,wheat,50,horses
I have 33 stone that I'm interested in trading for 48 aluminum. Would you consider the offer?,33,stone,48,aluminum
