Trade,OfferAmount,OfferItem,DesiredAmount,DesiredItem
"""If you're interested in trading, I have 7 coal that I'm willing to offer for 47 iron.""",7,coal,47,iron
"""I have 28 wood and am interested in exchanging them for 50 horses. Are you open to a trade?""",28,wood,50,horses
"""I'm willing to trade 24 aluminum for 31 wood. Would you be interested in making a deal?""",24,aluminum,31,wood
"""I have 39 wheat and I'm interested in trading them for 35 aluminum. Would you consider the offer?""",39,wheat,35,aluminum
"""I have 10 wood that I'm looking to trade for 9 wheat. Let me know if you're interested.""",10,wood,9,wheat
"""How about a trade? I'll give you 4 coal in exchange for 45 iron.""",4,coal,45,iron
"""I'm interested in trading 16 wheat for 46 aluminum. Let me know if you'd like to make a deal.""",16,wheat,46,aluminum
"""I'm interested in trading 15 iron for 11 wood. Would you be open to a trade?""",15,iron,11,wood
"""I have 9 iron that I'm willing to trade for 2 gold. Would you be interested?""",9,iron,2,gold
"""I'm looking to acquire 44 iron and am willing to offer 9 aluminum in exchange. Let me know if you're interested in a trade.""",9,aluminum,44,iron
"""I'm looking to acquire 9 coal and am willing to offer 18 horses in exchange. Let me know if you're interested in a trade.""",18,horses,9,coal
"""How about a trade? I have 15 aluminum that I'm willing to exchange for 8 stones.""",15,aluminum,8,stones
"""I'm looking to acquire 17 gold and am willing to trade 47 coal for them. Would you be interested?""",47,coal,17,gold
"""I have 34 stones that I can trade for 45 iron. Are you interested in making a deal?""",34,stones,45,iron
"""I have 19 iron that I'm looking to trade for 45 coal. Would you be open to that exchange?""",19,iron,45,coal
"""I'd like to acquire 49 gold and am willing to offer 7 aluminum in exchange. Are you open to a trade?""",7,aluminum,49,gold
"""I'd like to acquire 46 coal and can offer 7 stones in exchange. Would you be interested in trading?""",7,stones,46,coal
"""If you're interested in trading, I have 25 wood that I'm willing to offer for 41 iron.""",25,wood,41,iron
"""I'm interested in trading 26 wood for 4 iron. Would you be open to a trade?""",26,wood,4,iron
"""How about a trade? I have 1 wheat that I can offer in exchange for 29 wood.""",1,wheat,29,wood
"""I have 4 aluminum that I'm looking to trade for 49 wood. Would you be open to that exchange?""",4,aluminum,49,wood
"""I have 36 wheat that I'm willing to offer in exchange for 49 horses. Let me know if you're interested in a trade.""",36,wheat,49,horses
"""I'm looking to diversify my holdings and would like to trade 23 wheat for 27 aluminum. Would you be interested?""",23,wheat,27,aluminum
"""I'm willing to exchange 47 wheat for 25 wood. Is that something you'd be interested in?""",47,wheat,25,wood
"""How about a trade? I have 13 horses that I can offer in exchange for 18 stones.""",13,horses,18,stones
"""I'd like to trade 26 horses for 26 wood. What do you think?""",26,horses,26,wood
"""I'm interested in trading 2 aluminum for 15 iron. Would you be open to a trade?""",2,aluminum,15,iron
"""I have 21 iron and I'm interested in trading them for 37 wheat. Would you consider the offer?""",21,iron,37,wheat
"""I'm looking to diversify my assets and would like to trade 3 iron for 19 horses. Would you consider it?""",3,iron,19,horses
"""I have 50 iron and am looking to exchange them for 9 horses. Would you be open to a trade?""",50,iron,9,horses
"""I have 5 aluminum that I can trade for 48 stones. Are you interested?""",5,aluminum,48,stones
"""I'm interested in acquiring 43 aluminum and am willing to offer 11 wood in exchange. Are you open to a trade?""",11,wood,43,aluminum
"""I'd like to offer 44 wood for 13 gold. Would you be interested in making a trade?""",44,wood,13,gold
"""How about a trade? I'll give you 50 wood in exchange for 9 iron.""",50,wood,9,iron
"""I'm looking to trade 50 stones for 24 wheat. Would you consider the offer?""",50,stones,24,wheat
"""I'm looking to diversify my assets and would like to trade 38 stones for 41 gold. Would you consider it?""",38,stones,41,gold
"""I'm willing to offer 1 wheat for 34 iron. Are you open to a trade?""",1,wheat,34,iron
"""I'm interested in trading 25 gold for 9 wheat. What do you think?""",25,gold,9,wheat
"""I have 23 iron that I'm willing to trade for 40 stones. Would you consider the offer?""",23,iron,40,stones
"""I have 28 wheat that I'm looking to exchange for 28 iron. Would you like to make a trade?""",28,wheat,28,iron
"""I'm willing to trade 48 horses for 24 stones. Is that something you'd be interested in?""",48,horses,24,stones
"""I'm willing to trade 29 aluminum for 16 stones. Would you consider the offer?""",29,aluminum,16,stones
"""Are you open to a trade? I have 27 stones that I'm willing to exchange for 35 coal.""",27,stones,35,coal
"""I have 46 wood that I'm looking to trade for 44 horses. Would you be open to that exchange?""",46,wood,44,horses
"""I'm interested in trading 10 wheat for 41 iron. What do you think?""",10,wheat,41,iron
"""I'd like to acquire 39 iron and am willing to offer 38 horses in exchange. Are you open to a trade?""",38,horses,39,iron
"""I'm willing to exchange 38 wheat for 11 coal. Let me know if you're interested in a trade.""",38,wheat,11,coal
"""I'd like to make a trade. I have 33 gold that I'm willing to offer for 8 iron. Would you be interested?""",33,gold,8,iron
"""I'm willing to offer 38 stones for 19 iron. Are you interested in making a trade?""",38,stones,19,iron
"""I'm interested in acquiring 32 iron and am willing to offer 41 stones in exchange. Are you open to a trade?""",41,stones,32,iron
"""I'm interested in acquiring 28 gold. I have 50 stones that I can offer in exchange. Would you consider the trade?""",50,stones,28,gold
"""I'm interested in acquiring 44 iron and am willing to offer 44 horses in exchange. Are you open to a trade?""",44,horses,44,iron
"""I have 19 wheat that I'm willing to trade for 32 aluminum. Would you consider the offer?""",19,wheat,32,aluminum
"""I'm willing to offer 18 gold for 9 iron. Are you interested in making a trade?""",18,gold,9,iron
"""I have 45 iron that I'm looking to exchange for 10 coal. Are you open to a trade?""",45,iron,10,coal
"""I'm interested in trading 3 coal for 38 aluminum. What do you think?""",3,coal,38,aluminum
"""I have 19 gold that I'm interested in trading for 6 wheat. Would you consider the offer?""",19,gold,6,wheat
"""I have 16 iron that I'm willing to offer in exchange for 16 horses. Let me know if you're interested in a trade.""",16,iron,16,horses
"""I have 5 iron that I'm willing to trade for 1 wheat. Would you consider the offer?""",5,iron,1,wheat
"""I'd like to offer 3 aluminum in exchange for 5 wood. Let me know if you're interested in making a trade.""",3,aluminum,5,wood
"""I'm willing to trade 15 iron for 15 wheat. Let me know if you're interested.""",15,iron,15,wheat
"""I'm looking to acquire 13 stones and can offer 14 horses in exchange. Would you be interested in a trade?""",14,horses,13,stones
"""I'm willing to trade 28 aluminum for 36 coal. Is that something you'd be interested in?""",28,aluminum,36,coal
"""I'd like to acquire 8 gold and am willing to offer 45 iron in exchange. Would you be interested in a trade?""",45,iron,8,gold
"""I have 47 stones and I'm interested in trading them for 48 wheat. Would you consider the offer?""",47,stones,48,wheat
"""I'm interested in trading 26 gold for 48 aluminum. What do you think?""",26,gold,48,aluminum
"""I have 43 horses that I can trade for 45 coal. Are you interested?""",43,horses,45,coal
"""I'm interested in trading 8 gold for 29 wood. What do you think?""",8,gold,29,wood
"""I'm willing to exchange 35 aluminum for 50 wheat. Is that something you'd be interested in?""",35,aluminum,50,wheat
"""I'm looking to diversify my holdings and would like to trade 47 gold for 9 horses. Would you be interested?""",47,gold,9,horses
"""How about we make a deal? I have 18 iron and I'm interested in trading them for 33 horses.""",18,iron,33,horses
"""I have 19 wheat that I'm willing to offer in exchange for 47 stones. Let me know if you're interested in a trade.""",19,wheat,47,stones
"""I'd like to make a trade. I have 45 coal that I'm willing to offer for 16 gold.""",45,coal,16,gold
"""I'm interested in acquiring 39 gold and am willing to trade 7 wood in exchange. Would you consider the offer?""",7,wood,39,gold
"""I'm interested in making a trade. I have 26 stones that I can offer for 14 wood. Would you consider it?""",26,stones,14,wood
"""I'd like to acquire 6 aluminum and am willing to offer 24 gold in exchange. Are you interested in making a trade?""",24,gold,6,aluminum
"""I'm interested in acquiring 7 iron and am willing to trade 32 horses in exchange. Would you be open to that?""",32,horses,7,iron
"""I'm interested in trading 48 stones for 14 gold. What do you think?""",48,stones,14,gold
"""I have 35 gold that I'm looking to trade for 21 wood. Would you be open to that exchange?""",35,gold,21,wood
"""How about we make a deal? I have 25 gold that I can trade for 34 horses.""",25,gold,34,horses
"""How about a trade? I have 11 aluminum that I'm willing to exchange for 11 wheat.""",11,aluminum,11,wheat
"""I'd like to make a trade. I have 5 coal that I'm willing to offer for 4 horses.""",5,coal,4,horses
"""If you're interested in trading, I have 6 wheat that I'm willing to offer for 29 aluminum.""",6,wheat,29,aluminum
"""Are you open to a trade? I have 47 iron that I'm willing to exchange for 15 aluminum.""",47,iron,15,aluminum
"""I have 27 stones that I'm looking to trade for 9 aluminum. Would you be open to that exchange?""",27,stones,9,aluminum
"""I'm interested in acquiring 45 aluminum and am willing to offer 25 gold in exchange. Let me know if you're interested in a trade.""",25,gold,45,aluminum
"""I'd like to offer 35 wheat in exchange for 29 wood. Let me know if you're interested in making a trade.""",35,wheat,29,wood
"""I have 17 horses that I'm looking to trade for 26 gold. Let me know if you're interested.""",17,horses,26,gold
"""How about a trade? I'll give you 42 gold in exchange for 29 coal.""",42,gold,29,coal
"""I'm interested in trading 12 wheat for 19 wood. What do you think?""",12,wheat,19,wood
"""I have 7 aluminum that I'm willing to trade for 30 stones. Would you be interested?""",7,aluminum,30,stones
"""I have 6 aluminum that I'm willing to trade for 34 wheat. Would you consider the offer?""",6,aluminum,34,wheat
"""I have 48 horses that I'm looking to trade for 38 aluminum. Let me know if you're interested.""",48,horses,38,aluminum
"""I'm willing to trade 22 stones for 6 wheat. Let me know if you're interested.""",22,stones,6,wheat
"""Are you open to a trade? I have 4 iron that I'm willing to exchange for 39 wheat.""",4,iron,39,wheat
"""How about a trade? I'll give you 47 coal in exchange for 17 stones.""",47,coal,17,stones
"""How about a trade? I'll give you 24 iron in exchange for 27 wood.""",24,iron,27,wood
"""I'd like to acquire 19 wood and can offer 25 stones in exchange. Would you be interested in trading?""",25,stones,19,wood
"""I'd like to make a trade. I have 50 horses that I can offer for 46 gold.""",50,horses,46,gold
"""I have 9 iron that I'm interested in trading for 24 wood. Would you consider the offer?""",9,iron,24,wood
"""I'd like to trade 21 wheat for 13 gold. What do you think?""",21,wheat,13,gold
"""I'm willing to trade 14 gold for 6 iron. Let me know if you're interested.""",14,gold,6,iron
"""I'm looking to diversify my holdings and would like to trade 14 aluminum for 47 iron. Would you be interested?""",14,aluminum,47,iron
"""I'm interested in acquiring 47 wood and am willing to offer 1 wheat in exchange. Let me know if you're interested in a trade.""",1,wheat,47,wood
"""How about a trade? I have 27 wheat that I can offer in exchange for 7 wood.""",27,wheat,7,wood
"""I have 33 aluminum that I can trade for 5 wheat. Are you interested?""",33,aluminum,5,wheat
"""I'm willing to trade 42 gold for 42 wheat. Would you be interested in making a deal?""",42,gold,42,wheat
"""I'm looking to acquire 2 wheat and am willing to offer 50 stones in exchange. Would you be interested?""",50,stones,2,wheat
"""I'm interested in trading 41 aluminum for 17 stones. What do you think?""",41,aluminum,17,stones
"""I'm interested in acquiring 12 gold and am willing to trade 16 wheat in exchange. Would you consider the offer?""",16,wheat,12,gold
"""I'm willing to exchange 21 stones for 25 aluminum. Let me know if you're interested in a trade.""",21,stones,25,aluminum
"""I'm interested in trading 45 wood for 35 stones. What do you think?""",45,wood,35,stones
"""I have 14 wheat that I'm willing to trade for 43 wood. Would you be interested in making a deal?""",14,wheat,43,wood
"""I have 31 gold that I'm willing to trade for 36 iron. Are you open to a deal?""",31,gold,36,iron
"""I'm willing to trade 29 horses for 33 coal. Let me know if you're interested.""",29,horses,33,coal
"""I'd like to trade 8 gold for 24 horses. What do you think?""",8,gold,24,horses
"""I'd like to offer 21 gold for 1 horses. Would you be interested in making a trade?""",21,gold,1,horses
"""I have 9 horses that I'm looking to exchange for 16 coal. Would you like to make a trade?""",9,horses,16,coal
"""I'm looking to diversify my assets and would like to trade 14 iron for 37 stones. Would you consider it?""",14,iron,37,stones
"""I'm looking to acquire 21 horses and can offer 13 aluminum in exchange. Would you be interested in a trade?""",13,aluminum,21,horses
"""How about a trade? I'll give you 17 gold in exchange for 13 aluminum.""",17,gold,13,aluminum
"""How about we make a trade? I'm willing to offer 13 gold in exchange for 14 iron.""",13,gold,14,iron
"""I'd like to acquire 13 stones and am willing to offer 17 gold in exchange. Are you interested in making a trade?""",17,gold,13,stones
"""I'd like to make a trade. I have 15 aluminum that I'm willing to offer for 15 iron. Would you be interested?""",15,aluminum,15,iron
"""I'm interested in acquiring 41 horses and am willing to offer 29 stones in exchange. Are you open to a trade?""",29,stones,41,horses
"""I'm interested in acquiring 10 stones and am willing to offer 15 wood in exchange. Are you open to a trade?""",15,wood,10,stones
"""I'm looking to trade 8 wheat for 15 gold. Would you consider the offer?""",8,wheat,15,gold
"""I'm willing to exchange 21 coal for 47 aluminum. Let me know if you're interested.""",21,coal,47,aluminum
"""I'm looking to acquire 40 stones and can offer 34 iron in exchange. Would you be interested in a trade?""",34,iron,40,stones
"""I'm interested in acquiring 31 stones and am willing to offer 48 gold in exchange. Are you open to a trade?""",48,gold,31,stones
"""I'm interested in trading 4 aluminum for 16 coal. Would you be open to a trade?""",4,aluminum,16,coal
"""I'd like to trade 13 wood for 19 wheat. Let me know if you're interested.""",13,wood,19,wheat
"""How about a trade? I have 34 wood that I can offer in exchange for 50 stones.""",34,wood,50,stones
"""I'm willing to trade 25 stones for 17 horses. Would you consider the offer?""",25,stones,17,horses
"""I'm willing to trade 2 iron for 4 wheat. Would you consider the offer?""",2,iron,4,wheat
"""I'm willing to exchange 34 iron for 43 aluminum. Let me know if you're interested in a trade.""",34,iron,43,aluminum
"""I'm interested in trading 15 stones for 8 coal. Would you be open to a trade?""",15,stones,8,coal
"""I'm interested in trading 4 wheat for 41 stones. Would you be open to a trade?""",4,wheat,41,stones
"""I have 49 wheat that I'm willing to trade for 2 gold. Would you be interested in making a deal?""",49,wheat,2,gold
"""How about a trade? I have 16 aluminum that I can offer in exchange for 8 wheat.""",16,aluminum,8,wheat
"""How about we make a deal? I have 32 stones and I'm interested in trading them for 19 iron.""",32,stones,19,iron
"""I have 14 iron and am interested in trading them for 42 coal. What do you think?""",14,iron,42,coal
"""I'm looking to trade 24 coal for 34 horses. Would you consider the offer?""",24,coal,34,horses
"""I'm willing to trade 19 aluminum for 9 iron. Would you consider the offer?""",19,aluminum,9,iron
"""I'm interested in acquiring 14 iron and am willing to trade 4 wood in exchange. Would you be open to that?""",4,wood,14,iron
"""I'm willing to trade 31 horses for 19 wheat. Would you consider the offer?""",31,horses,19,wheat
"""I'm looking to acquire 13 coal and am willing to offer 21 wheat in exchange. Would you be interested?""",21,wheat,13,coal
"""I'm willing to offer 20 coal for 25 iron. Let me know if you're interested in making a trade.""",20,coal,25,iron
"""I'm interested in acquiring 9 coal and am willing to offer 41 aluminum in exchange. Are you open to a trade?""",41,aluminum,9,coal
"""I'm interested in trading 3 aluminum for 22 horses. What do you think?""",3,aluminum,22,horses
"""I'd like to make a trade. I have 20 coal that I'm willing to offer for 28 stones. Would you be interested?""",20,coal,28,stones
"""I have 24 stones that I can trade for 7 coal. Are you interested in making a deal?""",24,stones,7,coal
"""I'm interested in trading 43 wood for 17 iron. Would you be open to a trade?""",43,wood,17,iron
"""I'm willing to trade 43 aluminum for 16 horses. Let me know if you're interested.""",43,aluminum,16,horses
"""I'm interested in trading 44 wood for 28 iron. What do you think?""",44,wood,28,iron
"""I have 18 wood that I'm willing to trade for 8 aluminum. Are you open to a deal?""",18,wood,8,aluminum
"""I'm interested in trading 16 stones for 46 gold. Would you be open to a trade?""",16,stones,46,gold
"""I'd like to offer 7 stones for 13 wood. Would you be interested in making a trade?""",7,stones,13,wood
"""I'm willing to offer 2 coal for 48 aluminum. Are you interested in making a trade?""",2,coal,48,aluminum
"""I'd like to trade 15 horses for 42 wood. Let me know if you're interested.""",15,horses,42,wood
"""I have 19 iron that I'm willing to trade for 26 aluminum. Would you consider the offer?""",19,iron,26,aluminum
"""I'm willing to trade 40 horses for 47 wheat. Let me know if you're interested.""",40,horses,47,wheat
"""I'd like to acquire 12 stones and am willing to offer 8 iron in exchange. Would you be interested in a trade?""",8,iron,12,stones
"""I have 1 iron that I'm interested in trading for 13 gold. Would you consider the offer?""",1,iron,13,gold
"""I have 42 coal that I'm willing to trade for 11 iron. Would you be interested?""",42,coal,11,iron
"""I'm looking to trade 49 stones for 22 horses. Would you consider the offer?""",49,stones,22,horses
"""I'm interested in making a trade. I have 31 horses that I can offer for 34 coal. Would you consider it?""",31,horses,34,coal
"""How about we make a trade? I'm willing to offer 27 gold in exchange for 7 aluminum.""",27,gold,7,aluminum
"""I'm interested in trading 3 iron for 10 wheat. What do you think?""",3,iron,10,wheat
"""Would you be willing to trade 12 aluminum for 19 wheat ? Let me know.""",19,wheat,12,aluminum
"""I'd like to make a trade. I have 50 gold that I'm willing to offer for 33 stones.""",50,gold,33,stones
"""I have 28 coal that I'm willing to trade for 45 stones. Would you consider the offer?""",28,coal,45,stones
"""I'm interested in trading 16 aluminum for 25 coal. Let me know if you're interested.""",16,aluminum,25,coal
"""I'd like to acquire 13 horses and am willing to offer 40 wood in exchange. Are you interested in making a trade?""",40,wood,13,horses
"""I'm willing to trade 46 horses for 11 iron. Would you consider the offer?""",46,horses,11,iron
"""I'm interested in trading 14 aluminum for 17 wood. What do you think?""",14,aluminum,17,wood
"""I'd like to make a trade. I have 26 coal that I'm willing to offer for 38 wood.""",26,coal,38,wood
"""I'd like to acquire 14 coal and am willing to offer 4 horses in exchange. Are you interested in making a trade?""",4,horses,14,coal
"""How about a trade? I have 17 wheat that I can offer in exchange for 5 gold.""",17,wheat,5,gold
"""I'm looking to diversify my assets and would like to trade 11 coal for 9 aluminum. What do you think?""",11,coal,9,aluminum
"""I have 22 wheat that I'm willing to exchange for 8 gold. Let me know if you're interested in a trade.""",22,wheat,8,gold
"""I'm looking to acquire 17 wheat and am willing to offer 15 iron in exchange. Let me know if you're interested in a trade.""",15,iron,17,wheat
"""I'm willing to trade 28 coal for 22 iron. Is that something you'd be interested in?""",28,coal,22,iron
"""I'd like to offer 32 wheat for 39 gold. Would you consider the trade?""",32,wheat,39,gold
"""I'm interested in trading 36 iron for 48 stones. Let me know if you'd like to make a deal.""",36,iron,48,stones
"""I'm interested in acquiring 42 coal. I have 47 iron that I can offer in exchange. Would you consider the trade?""",47,iron,42,coal
"""I'm looking to acquire 34 gold and am willing to trade 28 wheat for them. Would you be interested?""",28,wheat,34,gold
"""Are you open to a trade? I have 31 aluminum that I'm willing to exchange for 49 stones.""",31,aluminum,49,stones
"""I'm willing to trade 11 iron for 1 horses. Is that something you'd be interested in?""",11,iron,1,horses
"""I'm interested in acquiring 48 aluminum and am willing to offer 6 wheat in exchange. Are you open to a trade?""",6,wheat,48,aluminum
"""I'm looking to acquire 41 wood and can offer 40 horses in exchange. Would you be interested in a trade?""",40,horses,41,wood
"""I have 45 wheat that I'm willing to trade for 16 gold. Would you consider the offer?""",45,wheat,16,gold
"""I'm interested in acquiring 30 gold and am willing to offer 48 horses in exchange. Are you open to a trade?""",48,horses,30,gold
"""I have 3 aluminum that I'm looking to trade for 7 horses. Let me know if you're interested.""",3,aluminum,7,horses
"""I'd like to offer 13 stones for 49 horses. Would you be interested in making a trade?""",13,stones,49,horses
"""How about a trade? I have 13 iron that I can offer in exchange for 23 coal.""",13,iron,23,coal
"""I'm looking to diversify my assets and would like to trade 5 coal for 47 stones. What do you think?""",5,coal,47,stones
"""I'm looking to diversify my assets and would like to trade 23 coal for 40 gold. Would you consider it?""",23,coal,40,gold
"""I have 40 wheat and I'm interested in trading them for 12 wood. Would you consider the offer?""",40,wheat,12,wood
"""I'd like to make a trade. I have 17 iron that I'm willing to offer for 13 horses. Would you be interested?""",17,iron,13,horses
"""I'm interested in trading 38 iron for 13 gold. Let me know if you'd like to make a deal.""",38,iron,13,gold
"""I'm interested in trading 23 coal for 45 gold. What do you think?""",23,coal,45,gold
"""I have 25 iron and am looking to trade them for 42 gold. Would you consider the offer?""",25,iron,42,gold
"""If you're interested in trading, I have 22 stones that I'm willing to offer for 46 coal.""",22,stones,46,coal
"""I'd like to offer 37 aluminum for 24 coal. Are you open to a trade?""",37,aluminum,24,coal
"""I have 42 wood and I'm interested in trading them for 29 aluminum. Would you consider the offer?""",42,wood,29,aluminum
"""I have 32 wheat that I'm willing to trade for 16 gold. Would you be interested?""",32,wheat,16,gold
"""I'm interested in acquiring 9 horses. I have 33 stones that I can offer in exchange. Would you consider the trade?""",33,stones,9,horses
"""I'd like to acquire 41 iron and am willing to offer 26 wood in exchange. Are you open to a trade?""",26,wood,41,iron
"""If you're interested in trading, I have 46 gold that I'm willing to offer for 14 aluminum.""",46,gold,14,aluminum
"""How about a trade? I have 3 horses that I can offer in exchange for 21 aluminum.""",3,horses,21,aluminum
"""I'm willing to offer 39 stones for 21 wood. Let me know if you're interested in making a trade.""",39,stones,21,wood
"""I'm interested in acquiring 4 gold and am willing to trade 13 stones in exchange. Would you be open to that?""",13,stones,4,gold
"""I'd like to make a trade. I have 32 stones that I'm willing to offer for 45 wheat.""",32,stones,45,wheat
"""I have 22 wheat that I'm looking to trade for 8 horses. Let me know if you're interested.""",22,wheat,8,horses
"""I have 44 iron that I'm looking to exchange for 22 wheat. Would you like to make a trade?""",44,iron,22,wheat
"""I'm looking to diversify my assets and would like to trade 17 gold for 11 coal. Would you consider it?""",17,gold,11,coal
"""I'm willing to trade 46 gold for 32 iron. Let me know if you're interested.""",46,gold,32,iron
"""I'm looking to acquire 15 aluminum and am willing to offer 47 coal in exchange. Let me know if you're interested in a trade.""",47,coal,15,aluminum
"""I'd like to trade 30 iron for 14 coal. Let me know if you're interested.""",30,iron,14,coal
"""I'd like to offer 8 coal for 16 horses. Would you consider the trade?""",8,coal,16,horses
"""I'm looking to diversify my holdings and would like to trade 50 horses for 5 wood. Would you be interested?""",50,horses,5,wood
"""How about a trade? I have 23 stones that I'm willing to exchange for 8 wood.""",23,stones,8,wood
"""I'm looking to diversify my holdings and would like to trade 5 wood for 29 coal. Would you be interested?""",5,wood,29,coal
"""I'm willing to exchange 43 aluminum for 29 gold. Is that something you'd be interested in?""",43,aluminum,29,gold
"""I'm willing to trade 21 aluminum for 17 iron. Would you consider the offer?""",21,aluminum,17,iron
"""Would you be willing to trade 24 aluminum for 42 gold ? Let me know.""",42,gold,24,aluminum
"""I have 27 wood that I can trade for 37 wheat. Are you interested in making a deal?""",27,wood,37,wheat
"""I'm interested in acquiring 37 wood and am willing to offer 8 wheat in exchange. Are you open to a trade?""",8,wheat,37,wood
"""I'd like to offer 21 wood for 7 gold. Are you open to a trade?""",21,wood,7,gold
"""I'd like to trade 14 stones for 16 coal. Let me know if you're interested.""",14,stones,16,coal
"""Would you be willing to trade 16 aluminum for 8 horses ? Let me know.""",8,horses,16,aluminum
"""I'd like to trade 26 coal for 49 wood. What do you think?""",26,coal,49,wood
"""I'm looking to diversify my assets and would like to trade 5 iron for 47 aluminum. What do you think?""",5,iron,47,aluminum
"""I have 43 wheat that I'm willing to trade for 32 coal. Would you consider the offer?""",43,wheat,32,coal
"""I'm willing to exchange 47 iron for 29 wheat. Let me know if you're interested.""",47,iron,29,wheat
"""I have 21 wood and am interested in exchanging them for 11 aluminum. Are you open to a trade?""",21,wood,11,aluminum
"""I'd like to make a trade. I have 23 coal that I can offer for 25 gold.""",23,coal,25,gold
"""I'm willing to trade 26 horses for 9 aluminum. Would you be interested in making a deal?""",26,horses,9,aluminum
"""I'm interested in trading 26 stones for 14 wood. What do you think?""",26,stones,14,wood
"""I'd like to make a trade. I have 15 wheat that I can offer for 43 wood.""",15,wheat,43,wood
"""I'm looking to acquire 43 iron and am willing to offer 42 horses in exchange. Let me know if you're interested in a trade.""",42,horses,43,iron
"""I'd like to acquire 42 wheat and can offer 49 iron in exchange. Let me know if you're interested in a trade.""",49,iron,42,wheat
"""I have 2 iron and am looking to trade them for 29 stones. Would you consider the offer?""",2,iron,29,stones
"""I'm interested in trading 10 coal for 9 stones. Let me know if you'd like to make a deal.""",10,coal,9,stones
"""I have 30 aluminum and am looking to exchange them for 25 horses. Would you be open to a trade?""",30,aluminum,25,horses
"""I'd like to acquire 1 gold and am willing to offer 1 wood in exchange. Are you open to a trade?""",1,wood,1,gold
"""I'd like to acquire 6 coal and am willing to offer 18 iron in exchange. Would you be interested in a trade?""",18,iron,6,coal
"""I'm looking to diversify my holdings and would like to trade 46 coal for 38 wheat. Would you be interested?""",46,coal,38,wheat
"""I have 10 horses that I'm looking to exchange for 42 iron. Would you like to make a trade?""",10,horses,42,iron
"""How about we make a deal? I have 11 wheat that I can trade for 25 wood.""",11,wheat,25,wood
"""How about a trade? I'll give you 27 iron in exchange for 5 gold.""",27,iron,5,gold
"""I'd like to make a trade. I have 34 horses that I'm willing to offer for 31 coal.""",34,horses,31,coal
"""I'm interested in acquiring 33 aluminum and am willing to offer 20 stones in exchange. Are you open to a trade?""",20,stones,33,aluminum
"""I have 11 horses that I'm willing to offer in exchange for 30 wheat. Let me know if you're interested in a trade.""",11,horses,30,wheat
"""I'm looking to diversify my assets and would like to trade 32 iron for 28 horses. Would you consider it?""",32,iron,28,horses
"""I'd like to acquire 29 horses and am willing to offer 10 wheat in exchange. Are you open to a trade?""",10,wheat,29,horses
"""I have 30 horses and am interested in trading them for 13 coal. What do you think?""",30,horses,13,coal
"""I'd like to offer 44 wheat in exchange for 33 wood. Let me know if you're interested in making a trade.""",44,wheat,33,wood
"""I'm interested in trading 18 stones for 26 gold. Let me know if you're interested.""",18,stones,26,gold
"""I'd like to offer 48 wood in exchange for 21 gold. Let me know if you're interested in making a trade.""",48,wood,21,gold
"""How about we make a trade? I'm willing to offer 40 horses in exchange for 13 wood.""",40,horses,13,wood
"""I'd like to offer 35 wood in exchange for 10 horses. Let me know if you're interested in making a trade.""",35,wood,10,horses
"""I'm interested in making a trade. I have 37 coal that I can offer for 18 wood. Would you consider it?""",37,coal,18,wood
"""I have 24 horses and am looking to trade them for 11 stones. Would you consider the offer?""",24,horses,11,stones
"""I'd like to make a trade. I have 30 wheat that I can offer for 16 wood.""",30,wheat,16,wood
"""I'm interested in trading 18 wheat for 23 horses. Would you be open to a trade?""",18,wheat,23,horses
"""I'm interested in making a trade. I have 30 stones that I can offer for 3 wheat. Would you consider it?""",30,stones,3,wheat
"""I'm willing to exchange 41 wood for 2 gold. Is that something you'd be interested in?""",41,wood,2,gold
"""How about a trade? I'll give you 40 coal in exchange for 26 horses.""",40,coal,26,horses
"""I have 7 stones that I'm interested in trading for 36 wood. Would you consider the offer?""",7,stones,36,wood
"""I have 21 horses that I'm looking to trade for 3 gold. Would you be open to that exchange?""",21,horses,3,gold
"""If you're interested in trading, I have 1 coal that I'm willing to offer for 21 gold.""",1,coal,21,gold
"""I'd like to trade 27 wheat for 1 gold. What do you think?""",27,wheat,1,gold
"""I'm willing to trade 28 gold for 3 iron. Let me know if you're interested.""",28,gold,3,iron
"""I'd like to offer 12 gold in exchange for 1 horses. Let me know if you're interested in making a trade.""",12,gold,1,horses
"""I'm interested in trading 12 coal for 41 stones. Let me know if you'd like to make a deal.""",12,coal,41,stones
"""I'd like to trade 38 iron for 21 horses. What do you think?""",38,iron,21,horses
"""I'm interested in trading 10 coal for 19 horses. What do you think?""",10,coal,19,horses
"""I'm interested in trading 35 iron for 1 stones. Let me know if you're interested.""",35,iron,1,stones
"""I'm looking to diversify my assets and would like to trade 19 horses for 2 coal. What do you think?""",19,horses,2,coal
"""Are you open to a trade? I have 5 horses that I'm willing to exchange for 41 coal.""",5,horses,41,coal
"""I have 40 horses that I'm looking to trade for 33 stones. Let me know if you're interested.""",40,horses,33,stones
"""How about a trade? I have 9 horses that I can offer in exchange for 36 coal.""",9,horses,36,coal
"""I have 35 stones that I'm looking to exchange for 15 coal. Are you open to a trade?""",35,stones,15,coal
"""I'd like to acquire 41 coal and am willing to trade 20 aluminum in exchange. Let me know if you're interested in a deal.""",20,aluminum,41,coal
"""If you're interested in trading, I have 31 coal that I'm willing to offer for 38 stones.""",31,coal,38,stones
